"자치구별(1)","자치구별(2)",구분별(1),2021,2021,2021,2021
"자치구별(1)","자치구별(2)",구분별(1),합계,차대사람,차대차,차량단독
"자치구별(1)","자치구별(2)",구분별(1),소계,소계,소계,소계
"합계","소계",발생건수 (건),33913,7075,25926,912
"합계","소계",사망자수 (명),243,120,92,31
"합계","소계",부상자수 (명),45223,7332,36909,982
"합계","종로구",발생건수 (건),778,182,560,36
"합계","종로구",사망자수 (명),6,4,1,1
"합계","종로구",부상자수 (명),1050,189,821,40
"합계","중구",발생건수 (건),854,173,655,26
"합계","중구",사망자수 (명),3,2,-,1
"합계","중구",부상자수 (명),1156,183,948,25
"합계","용산구",발생건수 (건),1014,174,813,27
"합계","용산구",사망자수 (명),5,2,1,2
"합계","용산구",부상자수 (명),1369,181,1162,26
"합계","성동구",발생건수 (건),1057,245,784,28
"합계","성동구",사망자수 (명),8,5,1,2
"합계","성동구",부상자수 (명),1362,250,1084,28
"합계","광진구",발생건수 (건),922,207,693,22
"합계","광진구",사망자수 (명),4,2,1,1
"합계","광진구",부상자수 (명),1216,210,984,22
"합계","동대문구",발생건수 (건),1390,311,1048,31
"합계","동대문구",사망자수 (명),17,11,5,1
"합계","동대문구",부상자수 (명),1656,305,1321,30
"합계","중랑구",발생건수 (건),1373,332,1000,41
"합계","중랑구",사망자수 (명),7,6,-,1
"합계","중랑구",부상자수 (명),1826,349,1432,45
"합계","성북구",발생건수 (건),1285,295,948,42
"합계","성북구",사망자수 (명),15,4,8,3
"합계","성북구",부상자수 (명),1606,304,1256,46
"합계","강북구",발생건수 (건),1017,259,730,28
"합계","강북구",사망자수 (명),6,5,1,-
"합계","강북구",부상자수 (명),1302,269,1000,33
"합계","도봉구",발생건수 (건),591,167,395,29
"합계","도봉구",사망자수 (명),3,1,2,-
"합계","도봉구",부상자수 (명),768,181,554,33
"합계","노원구",발생건수 (건),1413,280,1078,55
"합계","노원구",사망자수 (명),8,2,-,6
"합계","노원구",부상자수 (명),1940,298,1588,54
"합계","은평구",발생건수 (건),867,250,583,34
"합계","은평구",사망자수 (명),11,2,5,4
"합계","은평구",부상자수 (명),1218,259,917,42
"합계","서대문구",발생건수 (건),930,216,665,49
"합계","서대문구",사망자수 (명),9,3,4,2
"합계","서대문구",부상자수 (명),1206,232,921,53
"합계","마포구",발생건수 (건),1102,228,854,20
"합계","마포구",사망자수 (명),14,6,8,-
"합계","마포구",부상자수 (명),1573,234,1318,21
"합계","양천구",발생건수 (건),1305,284,992,29
"합계","양천구",사망자수 (명),14,7,6,1
"합계","양천구",부상자수 (명),1692,289,1374,29
"합계","강서구",발생건수 (건),1501,340,1121,40
"합계","강서구",사망자수 (명),13,7,6,-
"합계","강서구",부상자수 (명),2042,356,1639,47
"합계","구로구",발생건수 (건),1350,274,1042,34
"합계","구로구",사망자수 (명),9,2,4,3
"합계","구로구",부상자수 (명),1729,287,1404,38
"합계","금천구",발생건수 (건),827,173,616,38
"합계","금천구",사망자수 (명),16,6,10,-
"합계","금천구",부상자수 (명),1167,176,950,41
"합계","영등포구",발생건수 (건),2178,340,1790,48
"합계","영등포구",사망자수 (명),15,9,6,-
"합계","영등포구",부상자수 (명),2967,352,2564,51
"합계","동작구",발생건수 (건),1148,285,829,34
"합계","동작구",사망자수 (명),11,8,3,-
"합계","동작구",부상자수 (명),1520,291,1194,35
"합계","관악구",발생건수 (건),1419,315,1064,40
"합계","관악구",사망자수 (명),8,5,3,-
"합계","관악구",부상자수 (명),1829,329,1451,49
"합계","서초구",발생건수 (건),2118,375,1694,49
"합계","서초구",사망자수 (명),8,5,3,-
"합계","서초구",부상자수 (명),2932,384,2495,53
"합계","강남구",발생건수 (건),3820,659,3103,58
"합계","강남구",사망자수 (명),10,6,2,2
"합계","강남구",부상자수 (명),5175,687,4427,61
"합계","송파구",발생건수 (건),2607,469,2081,57
"합계","송파구",사망자수 (명),14,3,10,1
"합계","송파구",부상자수 (명),3509,496,2953,60
"합계","강동구",발생건수 (건),1047,242,788,17
"합계","강동구",사망자수 (명),9,7,2,-
"합계","강동구",부상자수 (명),1413,241,1152,20
